Supplementary Data 2A. Differential gene expression in CD8A+ T cells at pre-treatment vs 4 weeks,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
AKR1C3,0.058572492,0.070973359,0.067,0.058,1
NDUFAF3,0.058634043,-0.114016917,0.158,0.203,1
SNHG7,0.058716741,0.139231729,0.308,0.253,1
DNTTIP1,0.058784366,-0.068563432,0.047,0.075,1
GNL3L,0.058917218,-0.111670043,0.052,0.081,1
MT-ND6,0.058963608,0.121372951,0.495,0.481,1
DUT,0.058998388,-0.13301405,0.272,0.315,1
SUSD3,0.059062508,-0.070014235,0.033,0.052,1
SLA2,0.059096245,0.134514296,0.156,0.121,1
DPF2,0.05909988,-0.125300787,0.091,0.131,1
INO80,0.059116062,-0.029304549,0.132,0.127,1
HENMT1,0.05914153,-0.087578268,0.111,0.148,1
CYBC1,0.059323191,-0.053746805,0.288,0.336,1
DENND4B,0.059346518,-0.017015467,0.085,0.113,1
ZBTB10,0.059456833,0.080100274,0.062,0.036,1
SECISBP2,0.059498637,0.14543509,0.213,0.186,1
ATG2A,0.059582581,0.117307533,0.134,0.105,1
ZMYND11,0.05965136,-0.156646916,0.15,0.196,1
MIS18BP1,0.060143213,0.144142368,0.236,0.207,1
ABHD14B,0.060261327,-0.004616527,0.362,0.401,1
FAAP100,0.060700622,-0.096162443,0.039,0.066,1
EPM2AIP1,0.06087567,-0.112231675,0.059,0.09,1
YTHDF1,0.060946122,0.115545722,0.13,0.113,1
MAP3K1,0.060947121,-0.035484684,0.049,0.068,1
RAB7A,0.061185417,-0.137918394,0.358,0.394,1
FUT8,0.06120502,-0.035056341,0.044,0.063,1
YWHAH,0.061332514,-0.15476499,0.184,0.231,1
ZNF280D,0.061361488,-0.111573571,0.062,0.094,1
MAP3K12,0.061381459,0.04908537,0.05,0.049,1
USP7,0.061398528,0.098579968,0.171,0.159,1
ZBTB2,0.061424851,-0.105306853,0.042,0.072,1
CSNK1A1,0.061513987,-0.130973888,0.318,0.357,1
APRT,0.061535056,0.075036945,0.637,0.659,1
LMAN2,0.061622747,-0.14597224,0.389,0.446,1
ARV1,0.061732633,-0.110577344,0.044,0.072,1
DPM3,0.061824053,-0.145553251,0.205,0.25,1
CDK5RAP2,0.061849395,-0.065741001,0.094,0.101,1
METTL26,0.061904555,-0.052175293,0.301,0.347,1
CTU1,0.061979776,-0.114804418,0.046,0.072,1
SLC4A7,0.061983629,-0.055711441,0.187,0.226,1
MRM3,0.062026421,0.084392291,0.094,0.064,1
ABCC10,0.062028693,-0.08411022,0.039,0.066,1
PPA2,0.062059008,-0.121478929,0.085,0.12,1
CUL3,0.062060358,0.15690521,0.218,0.178,1
RNPEP,0.062089873,-0.070519477,0.106,0.143,1
PROSER1,0.062196884,0.131659263,0.07,0.052,1
TTC14,0.062243548,-0.059948269,0.213,0.26,1
SETX,0.062468292,-0.156132301,0.195,0.237,1
CPNE3,0.062528009,-0.068687686,0.197,0.24,1
PRPF18,0.062565333,-0.027592159,0.093,0.083,1
CDK11A,0.062629635,0.07943424,0.197,0.192,1
SPEN,0.062751613,0.064848429,0.15,0.149,1
PIP4P2,0.062799618,0.084094062,0.05,0.029,1
ETF1,0.062963306,0.093520389,0.13,0.095,1
ACTR1B,0.063102696,-0.10922304,0.208,0.231,1
DDB1,0.063109306,-0.151466854,0.16,0.193,1
KDELR2,0.063145488,-0.087031117,0.122,0.16,1
PIM3,0.06335093,0.147221903,0.173,0.131,1
NFIL3,0.063427266,0.105827125,0.099,0.071,1
BAG3,0.063436209,0.077054784,0.081,0.053,1
IRF2BP1,0.06369092,-0.10958665,0.055,0.084,1
ARF1,0.063765442,-0.109473424,0.656,0.717,1
HAGH,0.063945641,-0.1524046,0.163,0.193,1
EIF4EBP2,0.063948736,-0.028672505,0.256,0.292,1
PPOX,0.063995641,-0.056808853,0.064,0.088,1
GZMM,0.064063444,0.089866208,0.806,0.779,1
ANXA2,0.064178859,-0.17121647,0.353,0.419,1
NRBF2,0.064321716,0.081718167,0.09,0.085,1
EDEM2,0.064459939,-0.040964982,0.083,0.112,1
MALSU1,0.064524285,-0.10657357,0.06,0.084,1
FTO,0.064531598,-0.106388841,0.062,0.078,1
CTR9,0.064587138,-0.110412883,0.155,0.201,1
AGTRAP,0.064756782,-0.142865652,0.257,0.294,1
NDUFV3,0.064869646,-0.008838404,0.083,0.109,1
SEMA4D,0.064920599,-0.158838714,0.233,0.288,1
GATD1,0.064983921,-0.007239025,0.05,0.044,1
ZNF267,0.065239519,-0.146018168,0.083,0.117,1
ATP5F1E,0.065247961,0.099743693,0.932,0.925,1
TCTA,0.065335863,-0.097929017,0.083,0.117,1
LINC02328,0.065391467,-0.086333479,0.044,0.068,1
TMSB10,0.065611538,-0.016357756,0.99,0.998,1
KAT6A,0.065837172,0.131772999,0.168,0.148,1
GANAB,0.06596809,-0.142011972,0.117,0.146,1
CARD19,0.066110579,-0.095738999,0.08,0.114,1
EXOSC10,0.066207776,-0.149704309,0.124,0.169,1
RNF181,0.066343986,-0.152418148,0.249,0.304,1
CLN3,0.066347357,-0.131211062,0.153,0.199,1
CHMP6,0.066449052,-0.102237761,0.075,0.101,1
PTPN7,0.0664767,-0.162819027,0.189,0.241,1
LHPP,0.066497357,-0.120367684,0.062,0.094,1
HLA-E,0.066722347,0.020362923,0.992,0.984,1
UBQLN1,0.066788968,0.0806135,0.221,0.216,1
SLC25A13,0.066869644,-0.059261581,0.046,0.054,1
RPL37,0.066923689,0.050650125,0.982,0.993,1
TSFM,0.067351236,0.002540177,0.062,0.075,1
ARID1B,0.067372449,0.151044141,0.199,0.159,1
YY1AP1,0.067439555,-0.146339927,0.117,0.157,1
DR1,0.067452353,0.154741341,0.218,0.183,1
DHRS4-AS1,0.067567425,0.05784267,0.055,0.055,1
GLT8D1,0.067581048,-0.001298604,0.122,0.137,1
H2AFJ,0.067714292,-0.122115728,0.147,0.169,1
ARPC1B,0.067787818,0.088432974,0.813,0.809,1
WWP1,0.067839377,-0.117241794,0.099,0.137,1
SYPL1,0.06791221,-0.0971901,0.057,0.081,1
HLA-DRB5,0.068039764,0.155002056,0.107,0.078,1
TRAPPC12,0.068056421,-0.086915191,0.093,0.113,1
ASTE1,0.068078905,0.114398454,0.099,0.07,1
ARHGAP17,0.068106491,-0.12945077,0.081,0.115,1
ISG20,0.068142523,0.159293973,0.396,0.345,1
FBXO7,0.06816788,0.134285198,0.322,0.292,1
PCNX2,0.068239865,0.026659156,0.065,0.081,1
RRP8,0.068268384,0.009897117,0.059,0.073,1
RPL26,0.068281742,0.078276079,0.997,0.997,1
PPP1R10,0.068444695,0.113897478,0.228,0.185,1
RPS17,0.068580064,-0.0995655,0.577,0.611,1
PIH1D1,0.068783092,0.066849924,0.218,0.22,1
RPP25L,0.068833989,-0.076147646,0.046,0.073,1
TMED2,0.068835029,-0.133930868,0.342,0.397,1
LCP2,0.068893038,0.051827503,0.559,0.51,1
FTSJ3,0.068970171,-0.081367106,0.042,0.067,1
POLR2H,0.069025768,-0.065494874,0.137,0.141,1
PDCL,0.069078925,-0.067499225,0.073,0.08,1
GPSM3,0.069244557,-0.113880457,0.741,0.764,1
NHSL2,0.06941097,-0.097070941,0.033,0.053,1
RNF123,0.069616536,-0.073279656,0.029,0.052,1
RPL15,0.069669127,0.091714007,0.977,0.984,1
MAPKAPK5,0.069699353,-0.113024001,0.119,0.159,1
ADNP2,0.069759465,0.074398699,0.057,0.035,1
RIC1,0.069774375,0.142581854,0.145,0.108,1
ALKBH7,0.069834959,-0.100644028,0.267,0.314,1
GTF2E2,0.069870028,-0.065064755,0.16,0.202,1
BTBD6,0.070059797,0.080719162,0.147,0.138,1
ME2,0.070066352,-0.082710399,0.121,0.121,1
RPL21,0.070138154,0.09987444,0.985,0.983,1
ANP32A,0.070169462,-0.150254541,0.318,0.373,1
MAN2B2,0.070247553,-0.125690821,0.104,0.146,1
FTL,0.070520774,-0.050992143,0.966,0.982,1
VCP,0.070878344,-0.019450858,0.441,0.486,1
MHENCR,0.070970888,-0.118922858,0.067,0.088,1
USP33,0.071285277,-0.07472373,0.142,0.185,1
ATP5MG,0.071578595,0.087176797,0.832,0.848,1
CRBN,0.071759775,-0.126749038,0.249,0.302,1
PGAM5,0.071992247,0.10322275,0.064,0.049,1
SNHG6,0.072003186,0.004164015,0.542,0.581,1
SAP30BP,0.07205432,-0.182010856,0.173,0.22,1
ISOC2,0.072134024,-0.065143221,0.037,0.061,1
PDIA3,0.072265829,0.090147088,0.712,0.699,1
PNKD,0.072359791,-0.109356854,0.205,0.238,1
HIST2H2AC,0.072597513,0.123668041,0.106,0.08,1
MAF1,0.072648171,-0.142673697,0.314,0.368,1
DYNLT1,0.072712966,-0.134840302,0.23,0.278,1
CISH,0.072765047,-0.140537812,0.083,0.113,1
COX5A,0.072884683,-0.128108293,0.404,0.459,1
NIFK,0.072921381,-0.148834475,0.127,0.165,1
COPS8,0.072997258,-0.096383501,0.104,0.143,1
LAMP2,0.073001964,0.049854203,0.119,0.092,1
DIAPH1,0.073210022,-0.119078579,0.347,0.406,1
RPL5,0.073232695,0.047798764,0.974,0.988,1
STARD3,0.07324583,-0.078284643,0.179,0.186,1
FAM210A,0.073281285,-0.092706144,0.047,0.068,1
TRAPPC2L,0.073324012,-0.118493229,0.15,0.192,1
MAN2A1,0.07342166,0.137534019,0.114,0.089,1
SLC7A1,0.073583306,0.07419699,0.067,0.046,1
PRKCA,0.073833267,-0.076555974,0.034,0.057,1
EIF2B5,0.073914617,-0.124897949,0.122,0.158,1
ASCC2,0.073927067,-0.105894659,0.132,0.173,1
TFDP1,0.073982142,0.143068565,0.164,0.129,1
WDR11,0.074077219,0.002518898,0.055,0.068,1
ITSN2,0.074085385,-0.007073876,0.288,0.311,1
KIAA2013,0.074323282,-0.119260043,0.161,0.198,1
NMRK1,0.074325588,-0.052537937,0.134,0.169,1
MED13L,0.07434249,-0.106866924,0.067,0.099,1
UBL5,0.074387675,0.106538396,0.699,0.676,1
RNF170,0.074397013,-0.092832427,0.037,0.061,1
FEM1C,0.074439651,0.002897859,0.055,0.041,1
EIF3B,0.07447036,-0.085187028,0.197,0.244,1
SLC9A9,0.074595899,0.029950726,0.054,0.063,1
USP12,0.074637618,0.034079112,0.127,0.1,1
WWC3,0.074692925,0.097569523,0.08,0.053,1
ZNF276,0.07474789,-0.170526551,0.238,0.292,1
C11orf68,0.074984516,-0.119728213,0.077,0.114,1
TTC13,0.074994516,0.073630259,0.08,0.072,1
GPS1,0.075342542,-0.06676514,0.199,0.238,1
DHPS,0.075442086,-0.085693029,0.218,0.225,1
FRA10AC1,0.075456188,0.00790359,0.054,0.07,1
DCAF10,0.075527596,-0.132510314,0.078,0.113,1
ABT1,0.075578818,-0.167041518,0.15,0.196,1
KRCC1,0.075772709,-0.110330344,0.103,0.133,1
MTOR,0.075804883,0.073260492,0.078,0.062,1
FAM32A,0.075871757,-0.072878693,0.2,0.243,1
UBXN1,0.075953544,0.083863644,0.621,0.633,1
PEX2,0.07598242,-0.087199151,0.072,0.089,1
TICAM1,0.076093018,0.047253902,0.055,0.037,1
MRPS21,0.076237074,-0.140353014,0.394,0.445,1
VDAC3,0.076249044,-0.081026782,0.22,0.273,1
SNRPF,0.076501263,0.052523865,0.311,0.321,1
STOM,0.076567954,-0.144619436,0.363,0.419,1
CIAO2A,0.076707382,-0.11511297,0.156,0.2,1
PGK1,0.076816573,0.080092449,0.529,0.542,1
VAMP8,0.077193945,-0.088111499,0.466,0.527,1
WSB1,0.077209073,0.135698713,0.344,0.327,1
RASSF2,0.077439733,-0.081834017,0.031,0.051,1
EIF2S1,0.077713833,-0.150783171,0.101,0.14,1
TBRG4,0.077925217,-0.103628837,0.075,0.107,1
LINC00909,0.078034434,-0.086447743,0.044,0.069,1
RBM8A,0.078079845,0.123642517,0.471,0.433,1
DPH1,0.078085576,-0.115440087,0.083,0.103,1
DTD2,0.078091293,0.048595432,0.05,0.046,1
TM2D3,0.078291686,0.085670809,0.13,0.098,1
MRPL37,0.078368154,-0.118155234,0.09,0.108,1
C6orf62,0.078384473,-0.029070419,0.07,0.062,1
LLGL2,0.078390929,0.051940128,0.187,0.193,1
CD8B,0.07839291,-0.156811803,0.704,0.737,1
ELOA,0.078843481,0.092554044,0.081,0.068,1
RBM19,0.079032155,-0.045810131,0.055,0.077,1
LARP4B,0.079082984,-0.12588822,0.094,0.133,1
PREB,0.079168485,0.091292834,0.145,0.139,1
EXOSC8,0.079219056,-0.123177666,0.134,0.174,1
RTN4,0.079329793,0.009159117,0.283,0.321,1
YTHDC2,0.079348976,-0.073677497,0.09,0.112,1
PPP1R3F,0.079419198,-0.08525455,0.034,0.055,1
EI24,0.079517851,0.064418287,0.088,0.093,1
CAMK4,0.079714763,-0.107972928,0.215,0.252,1
MGAT4B,0.079833079,-0.089032732,0.098,0.111,1
CEP63,0.079904817,0.131547765,0.094,0.076,1
GPHN,0.080063006,-0.03859606,0.057,0.077,1
EEF1E1,0.080124846,-0.011261887,0.116,0.108,1
UBE2V2,0.080148738,-0.117217474,0.14,0.183,1
CCNDBP1,0.080287831,-0.147304031,0.272,0.321,1
P2RY8,0.080412626,-0.111831159,0.415,0.474,1
SYNJ2BP,0.080478943,-0.105206709,0.047,0.073,1
PSMG4,0.080484589,-0.100174323,0.107,0.127,1
MACO1,0.080545463,0.109770381,0.098,0.07,1
MCCC2,0.080717099,0.031525864,0.055,0.062,1
UTP6,0.080775845,-0.096211542,0.05,0.079,1
XRCC6,0.080849864,-0.101033811,0.458,0.471,1
HNRNPK,0.080895942,-0.11167813,0.625,0.681,1
BCL3,0.080901074,0.142166404,0.07,0.043,1
TIMM13,0.080920423,0.078324523,0.178,0.14,1
MYO6,0.080923304,0.085227479,0.072,0.062,1
REL,0.081220116,0.123155831,0.267,0.249,1
SCAF11,0.081350483,-0.141455672,0.331,0.39,1
RBMX2,0.081518978,-0.11178962,0.072,0.104,1
SNAPC5,0.081671778,-0.075647822,0.107,0.115,1
DMXL1,0.081782885,-0.051321281,0.086,0.111,1
FBL,0.081794506,0.112118232,0.327,0.325,1
LAT,0.081837691,-0.104665739,0.599,0.659,1
BDH2,0.081964909,-0.121161495,0.047,0.074,1
ABCB8,0.081970742,-0.10417239,0.05,0.079,1
ABCA7,0.082002641,-0.063920134,0.041,0.064,1
TADA3,0.082104171,-0.127990221,0.235,0.267,1
PPP6C,0.082282153,-0.11943069,0.197,0.248,1
SHLD2,0.082677086,0.098036044,0.072,0.047,1
TMEM50B,0.0829165,-0.142468233,0.161,0.204,1
TFB1M,0.083016234,-0.105738062,0.054,0.083,1
SNX20,0.083021896,-0.094859908,0.117,0.159,1
RAB11A,0.083117214,0.022333507,0.221,0.247,1
GDPD5,0.083131586,-0.132931558,0.081,0.112,1
FN3KRP,0.083187966,-0.077121761,0.044,0.07,1
KAT7,0.083190385,-0.136320059,0.121,0.16,1
KAT8,0.083268917,0.028366968,0.156,0.168,1
NDUFS4,0.083313547,-0.116775663,0.094,0.13,1
ATF6B,0.083424835,-0.148530355,0.267,0.313,1
PRDX5,0.083479073,0.103941293,0.407,0.363,1
YWHAZ,0.083720851,0.054424421,0.832,0.828,1
HPS1,0.083775619,-0.145565682,0.262,0.309,1
DUSP11,0.083829945,-0.120103825,0.111,0.149,1
RNF5,0.083853017,-0.141047115,0.173,0.212,1
ZNF639,0.084035482,0.040821423,0.145,0.153,1
MVP,0.084139073,-0.144622718,0.215,0.263,1
RPRD2,0.084188344,-0.051063255,0.068,0.091,1
NCF1,0.084343925,-0.054097029,0.046,0.062,1
AAR2,0.084352467,-0.086092943,0.068,0.101,1
ZHX1,0.084363333,0.071847221,0.08,0.077,1
BLVRB,0.084384489,-0.048915252,0.049,0.055,1
AC025164.1,0.084437125,0.126544492,0.08,0.053,1
CFAP36,0.084509357,-0.089210739,0.065,0.092,1
DDX5,0.084848005,-0.078328607,0.951,0.97,1
PYGO2,0.085223807,-0.099836473,0.064,0.087,1
CEP350,0.085279365,-0.121503962,0.217,0.265,1
PPM1M,0.085410179,-0.094624528,0.173,0.216,1
EXOSC6,0.085505015,-0.145745089,0.153,0.192,1
UBXN4,0.085570734,-0.11450895,0.388,0.445,1
HMGCS1,0.085785419,0.063384661,0.05,0.03,1
TASP1,0.085816398,-0.086061567,0.055,0.084,1
OTUD5,0.085882177,-0.028373779,0.15,0.181,1
ZNF460,0.085905478,-0.041891746,0.06,0.081,1
ITGAM,0.086113656,-0.014555375,0.148,0.173,1
CDADC1,0.086212707,-0.042357252,0.06,0.088,1
SNX10,0.086416696,0.076603734,0.088,0.087,1
POLR3C,0.086428426,-0.090919945,0.072,0.088,1
ACAP3,0.08665085,0.109839247,0.077,0.059,1
NUP88,0.086706576,-0.099035723,0.054,0.077,1
JOSD2,0.086732024,-0.103939188,0.122,0.16,1
DDX21,0.086859753,0.19711123,0.322,0.286,1
COG8,0.086876833,-0.115592319,0.05,0.071,1
ASCC3,0.086924431,-0.1542506,0.124,0.159,1
AL138963.4,0.086989804,0.061376527,0.471,0.425,1
TMEM106C,0.087028639,0.05092692,0.121,0.127,1
GPR141,0.087118832,0.087987745,0.109,0.091,1
USP38,0.087147409,0.089283299,0.086,0.078,1
R3HDM2,0.087150359,0.101632529,0.295,0.29,1
VPS33A,0.087204816,-0.059911039,0.094,0.124,1
ZNF354B,0.08726888,-0.054381349,0.031,0.05,1
FAM50A,0.08728183,-0.087101963,0.22,0.23,1
SNRNP200,0.087417022,-0.138217678,0.204,0.255,1
TM9SF1,0.087684977,-0.0540036,0.033,0.055,1
KCTD7,0.087775243,-0.023656012,0.057,0.078,1
SRA1,0.087896274,0.105200955,0.166,0.13,1
BDH1,0.088196902,-0.072054126,0.031,0.053,1
CREBRF,0.088236221,0.052495411,0.163,0.161,1
LPAR6,0.088255117,-0.0253957,0.075,0.068,1
INPP4B,0.088257633,-0.108339626,0.09,0.114,1
PRKACA,0.088337324,0.07647887,0.094,0.088,1
AC243960.1,0.088698635,-0.13276663,0.228,0.275,1
ECD,0.088765788,-0.112243338,0.088,0.124,1
GNAL,0.088787093,0.101270017,0.08,0.062,1
ZNF638,0.088974818,-0.138470105,0.213,0.256,1
TBCB,0.089045591,-0.133057367,0.417,0.474,1
MT-ND4,0.089281608,-0.056430979,0.884,0.896,1
KIN,0.089365794,-0.087164816,0.099,0.119,1
FBXO46,0.089574141,0.083100752,0.05,0.034,1
TMEM167A,0.090139476,0.076376941,0.138,0.107,1
VMA21,0.090304008,-0.038742011,0.143,0.138,1
C1orf162,0.090320931,-0.116429401,0.049,0.069,1
RGS3,0.090479036,-0.170196751,0.117,0.159,1
MICU2,0.090505933,-0.141074918,0.142,0.181,1
TOMM6,0.090684717,-0.116230292,0.485,0.519,1
FTSJ1,0.090719997,-0.108930609,0.127,0.166,1
MT-ATP8,0.090840331,-0.110597975,0.594,0.637,1
PPP1R15B,0.090877469,0.098625282,0.093,0.065,1
CD28,0.090926365,-0.057309279,0.044,0.058,1
RPL12,0.090953339,0.106289209,0.998,0.998,1
ZNF264,0.090960931,-0.075681902,0.049,0.073,1
XRCC5,0.090996602,-0.136185237,0.415,0.476,1
RHOA,0.091027997,0.050553639,0.832,0.847,1
BATF,0.091340692,-0.156321147,0.217,0.254,1
CEP250,0.091360243,0.083410009,0.101,0.081,1
MRRF,0.091383822,-0.071760828,0.033,0.053,1
ZNF664,0.091528055,-0.129982933,0.081,0.105,1
HEATR1,0.091594897,-0.07572168,0.047,0.074,1
SRSF6,0.091595602,-0.109812899,0.103,0.139,1
NUDT16L1,0.09198327,0.092082663,0.205,0.165,1
TMEM205,0.092052898,-0.069407466,0.093,0.097,1
TEFM,0.092059893,-0.083264002,0.031,0.053,1
GART,0.092249379,0.098038373,0.093,0.1,1
ARHGAP27,0.092309169,-0.099094625,0.083,0.119,1
SHKBP1,0.092320553,-0.046505015,0.275,0.317,1
TRIM38,0.092425858,-0.109236819,0.104,0.14,1
HIP1R,0.092551095,-0.084412413,0.046,0.071,1
CRK,0.09275817,-0.100157379,0.057,0.075,1
ATG4D,0.092840989,-0.067018892,0.099,0.13,1
COX6C,0.092903793,-0.102753011,0.663,0.717,1
TAPBP,0.093066271,0.098953462,0.627,0.581,1
CRNKL1,0.093232682,-0.105955444,0.085,0.12,1
RAP2B,0.093285886,-0.049340635,0.223,0.257,1
GATAD2B,0.09330706,-0.125085307,0.132,0.173,1
ELL,0.093662809,-0.046792729,0.086,0.114,1
CYHR1,0.093894055,-0.131978108,0.116,0.151,1
DDIT4,0.093935091,0.085031805,0.27,0.283,1
LENG8,0.09394732,-0.07893529,0.292,0.341,1
VILL,0.094201236,-0.109947394,0.054,0.081,1
CAMLG,0.09459675,0.213637249,0.29,0.247,1
AMDHD2,0.09460957,-0.079776135,0.046,0.071,1
ZFAND5,0.094613859,0.03485451,0.197,0.165,1
NOLC1,0.094862629,-0.075040938,0.142,0.179,1
GPS2,0.094941794,0.126844232,0.489,0.449,1
DPP8,0.095078866,-0.05877508,0.101,0.13,1
HTATSF1,0.095216778,-0.102425467,0.169,0.212,1
RAB29,0.095264817,0.026283567,0.329,0.294,1
GTF2A2,0.095349882,-0.146118344,0.254,0.304,1
ABLIM1,0.095557615,0.036698999,0.148,0.163,1
WASHC4,0.095778244,0.102407265,0.088,0.073,1
MTRNR2L8,0.095897458,0.182185726,0.09,0.087,1
USP34,0.095919181,-0.124959761,0.353,0.412,1
SPPL3,0.095926149,-0.0506254,0.09,0.114,1
WDR18,0.095963723,-0.041706453,0.072,0.094,1
HNRNPL,0.096075222,0.082577999,0.59,0.548,1
CLTA,0.096189881,-0.085602102,0.192,0.242,1
OSBP,0.096199806,-0.108143246,0.104,0.14,1
MOCS2,0.096286644,-0.043180196,0.072,0.091,1
KLHL18,0.096543733,0.08505527,0.075,0.052,1
SLC33A1,0.096605503,-0.077308894,0.067,0.079,1
ECI2,0.096633899,-0.111674836,0.112,0.13,1
UFL1,0.096689818,-0.0831616,0.107,0.139,1
MTIF3,0.096797482,-0.12783173,0.129,0.157,1
YIPF4,0.096909548,-0.124516907,0.094,0.132,1
ZFY,0.097212065,-0.084085502,0.057,0.068,1
MTERF2,0.09736579,-0.0796486,0.059,0.068,1
GLA,0.097369258,0.084695441,0.059,0.038,1
IBTK,0.09739999,0.126202122,0.121,0.108,1
EMC4,0.09746544,-0.103024504,0.259,0.313,1
TYSND1,0.097466339,0.038282632,0.059,0.068,1
PNP,0.097582228,-0.109868704,0.109,0.13,1
MICA,0.097586611,0.085471765,0.052,0.034,1
IDH3B,0.097913271,-0.104043193,0.171,0.183,1
TMEM138,0.09793085,-0.120609743,0.075,0.107,1
SLC38A6,0.098012541,-0.084602763,0.033,0.053,1
EIF3K,0.098026152,0.053517521,0.8,0.825,1
TMEM14C,0.098037095,-0.086418898,0.059,0.075,1
LPCAT4,0.098275644,-0.123164884,0.124,0.153,1
RABGGTB,0.098308209,-0.010165468,0.166,0.191,1
PSTPIP1,0.098331519,-0.052332516,0.204,0.245,1
DNAJC13,0.098338146,-0.067086966,0.059,0.065,1
AGFG1,0.098459168,0.101282083,0.107,0.086,1
CAPN1,0.098865216,-0.130089961,0.181,0.228,1
NUP107,0.098935914,-0.090584434,0.083,0.117,1
MFSD12,0.098940587,-0.089547111,0.073,0.103,1
DDOST,0.09923051,-0.132812128,0.497,0.545,1
RPS23,0.099454629,0.0158995,0.998,0.999,1
ENOSF1,0.099512523,-0.061802012,0.086,0.118,1
IMPDH2,0.099597571,-0.096795104,0.156,0.174,1
TLE5,0.099719002,-0.054254194,0.909,0.939,1
ZBTB8OS,0.099806698,-0.115793771,0.173,0.218,1
CNOT10,0.099838364,0.093241105,0.06,0.053,1
ISCA2,0.100011527,-0.11258006,0.077,0.108,1
CTSC,0.100025004,-0.148498837,0.554,0.614,1
GNG2,0.100087914,0.064112542,0.544,0.541,1
HS6ST1,0.100216263,0.040052439,0.067,0.066,1
ST8SIA6,0.100242102,-0.059233571,0.055,0.063,1
CD3G,0.10026558,0.029645372,0.847,0.822,1
OTUD6B-AS1,0.100272941,-0.012960039,0.143,0.169,1
LINC01550,0.100303391,-0.052837855,0.059,0.082,1
PNO1,0.100455791,0.072078447,0.064,0.04,1
CNPY3,0.100469667,-0.13785018,0.3,0.349,1
RNPEPL1,0.100551832,0.108189915,0.423,0.402,1
NGRN,0.100596166,-0.106805544,0.134,0.175,1
PPT1,0.100632491,-0.121383181,0.125,0.155,1
WRAP53,0.10064684,0.093011985,0.055,0.038,1
ABCD3,0.100752042,0.020376701,0.06,0.046,1
INSIG2,0.100838636,-0.049959721,0.039,0.059,1
ITFG2,0.100844313,-0.02855989,0.138,0.16,1
DALRD3,0.101122728,-0.043004375,0.101,0.124,1
RPL7L1,0.10118232,-0.137055822,0.147,0.178,1
WDR82,0.101501042,-0.001465035,0.16,0.195,1
TMEM147,0.101747177,-0.109227533,0.192,0.237,1
LZIC,0.101798475,-0.089816248,0.09,0.121,1
CDC42EP3,0.102021351,0.012686415,0.357,0.387,1
PDS5A,0.102123742,0.018746779,0.215,0.235,1
AURKAIP1,0.102128898,0.125884134,0.378,0.336,1
SNX15,0.102298417,-0.070180693,0.085,0.114,1
PHF11,0.10231584,-0.114457585,0.215,0.264,1
CCND3,0.102450001,0.093914047,0.718,0.68,1
MRPL14,0.102466992,-0.118266371,0.112,0.147,1
IFI16,0.102557981,-0.101807302,0.246,0.295,1
PRPF38A,0.102595424,-0.086737383,0.094,0.131,1
DNAJC14,0.102683542,-0.098101121,0.039,0.062,1
MICB,0.102707041,0.062688065,0.067,0.044,1
FOXO3,0.102781168,0.049392474,0.098,0.094,1
PRAF2,0.103183519,-0.029649485,0.07,0.065,1
PFKL,0.103249542,-0.14988695,0.155,0.198,1
NDUFB5,0.10331609,-0.111166499,0.114,0.146,1
GALK1,0.103423122,-0.099662994,0.044,0.071,1
CHMP3,0.103525209,-0.074356404,0.125,0.162,1
RASSF4,0.103552365,-0.08590447,0.06,0.09,1
CTNNA1,0.103691146,-0.102758234,0.044,0.066,1
RNF10,0.103775859,0.045054971,0.238,0.251,1
ALG12,0.10381325,0.122247744,0.109,0.081,1
RNF7,0.103825522,-0.116009463,0.34,0.392,1
ETHE1,0.103896942,-0.10742924,0.16,0.199,1
PITPNC1,0.103924848,-0.153913576,0.311,0.354,1
MRPL33,0.104051692,-0.099025424,0.236,0.283,1
NSUN5,0.104184749,-0.120030808,0.104,0.13,1
SCAI,0.104239217,-0.080984389,0.044,0.068,1
RRP1B,0.104258311,-0.12375784,0.15,0.185,1
RBM14,0.104381693,0.096860939,0.145,0.113,1
ARL4C,0.104619218,-0.115713049,0.826,0.854,1
GGA1,0.104647635,-0.092310468,0.096,0.131,1
ATG3,0.104801786,-0.126298523,0.158,0.192,1
LRCH1,0.10482614,-0.08226337,0.047,0.062,1
EEF2,0.104842034,0.119836244,0.958,0.951,1
PARP11,0.105161692,-0.0858016,0.057,0.07,1
SIGMAR1,0.105239637,0.090321605,0.142,0.109,1
IFITM2,0.105635236,0.001921092,0.793,0.828,1
KIAA0040,0.105676073,0.02975447,0.119,0.125,1
WDR44,0.105825612,0.078892213,0.06,0.04,1
RPRD1A,0.106125081,-0.1057004,0.059,0.08,1
COX17,0.106178567,-0.125671253,0.191,0.233,1
PACS1,0.106532997,-0.065896072,0.205,0.247,1
CYP51A1,0.106609136,0.098980809,0.111,0.086,1
CCDC71L,0.106640893,0.004781877,0.091,0.081,1
CXorf40B,0.106643596,-0.073461421,0.083,0.108,1
PRKAR1A,0.106697331,-0.113336117,0.107,0.142,1
ENTPD4,0.106801339,0.051112743,0.109,0.081,1
PPP1CC,0.106866745,-0.122650013,0.267,0.313,1
FAM3A,0.106912427,0.044439425,0.099,0.111,1
AP3S1,0.106913839,-0.107872278,0.143,0.182,1
