Supplementary Data 2D. Differential gene expression in CD8A+ T cells at 12  vs 24 weeks,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
CPQ,1.02964045363111e-25,0.088211037,0.075,0.099,1.72989892614562e-21
GSPT1,1.03048279254258e-25,-0.167127592,0.19,0.328,1.73131413975078e-21
CCDC88C,1.07797362870326e-25,-0.112042968,0.342,0.504,1.81110349358434e-21
TRPC4AP,1.07962003214712e-25,-0.143204871,0.125,0.247,1.81386961601038e-21
MLEC,1.09550844491725e-25,-0.046566432,0.124,0.203,1.84056373830547e-21
PKM,1.11326274594298e-25,-0.225369519,0.35,0.547,1.87039273945881e-21
SERPINB1,1.13684975922768e-25,-0.297169519,0.253,0.448,1.91002128047843e-21
RNF125,1.13948530955911e-25,0.031597632,0.212,0.307,1.91444926859026e-21
TMF1,1.17240102020932e-25,-0.019907345,0.163,0.254,1.96975095405367e-21
WASHC1,1.17766105424354e-25,-0.193652966,0.185,0.322,1.97858833723457e-21
IGF2R,1.2012734079495e-25,-0.039194563,0.252,0.38,2.01825945269595e-21
PRPF8,1.20178537950164e-25,-0.04713079,0.244,0.364,2.0191196161007e-21
CACYBP,1.20900846665919e-25,-0.046594366,0.163,0.252,2.0312551248341e-21
PQBP1,1.22451109881945e-25,-0.035269323,0.138,0.22,2.05730109712656e-21
RBM4,1.24207698913207e-25,-0.170918766,0.121,0.236,2.0868135494408e-21
ACTR3,1.28693299716398e-25,-0.293517006,0.404,0.615,2.1621761285352e-21
EIF3B,1.31315392792812e-25,-0.224171472,0.109,0.242,2.20622991431203e-21
UROD,1.31577439452632e-25,-0.100409103,0.054,0.126,2.21063256024367e-21
NCOA4,1.3214153815938e-25,-0.127460444,0.112,0.21,2.22010998261575e-21
SNW1,1.33757423767751e-25,0.103684941,0.146,0.188,2.24725847672198e-21
SH3BP1,1.37300527504489e-25,-0.157736197,0.196,0.332,2.30678616260292e-21
SH3KBP1,1.40840309359851e-25,-0.055893168,0.33,0.466,2.36625803755485e-21
MIDN,1.43972236063958e-25,-0.283002739,0.144,0.308,2.41887753811056e-21
S1PR1,1.45363323965484e-25,-0.229619476,0.194,0.337,2.44224920594409e-21
BTN3A2,1.518524675226e-25,-0.072714465,0.175,0.279,2.5512733068472e-21
PHF11,1.53642053766123e-25,-0.113896322,0.155,0.265,2.58134014532463e-21
KIF22,1.58539194804523e-25,-0.242209966,0.102,0.232,2.6636170119108e-21
ITGB1BP1,1.58678052644818e-25,-0.002464727,0.153,0.224,2.66594996248559e-21
CHCHD3,1.59352366129621e-25,0.001214665,0.1,0.152,2.67727910334376e-21
PUM1,1.62640643478701e-25,-0.088198291,0.119,0.212,2.73252545108565e-21
API5,1.64136191648569e-25,-0.15858263,0.093,0.195,2.75765215588761e-21
AC245297.3,1.66693660733794e-25,-0.022086345,0.107,0.167,2.80062019398847e-21
LCMT1,1.68477935786775e-25,-0.084444739,0.073,0.142,2.83059779915361e-21
CABIN1,1.69242598308744e-25,-0.139956437,0.09,0.187,2.84344489418521e-21
MTDH,1.72119759860127e-25,0.015244365,0.319,0.43,2.89178408540999e-21
EPRS,1.72755436899795e-25,-0.000847736,0.125,0.194,2.90246409535346e-21
ARID4B,1.78797133943627e-25,0.081099551,0.349,0.452,3.00397064738687e-21
ZBTB1,1.81357056867579e-25,0.075258847,0.137,0.189,3.0469799124322e-21
LATS1,1.82365420997902e-25,0.073681043,0.111,0.145,3.06392143818575e-21
MAX,1.82638584011036e-25,-0.221522566,0.2,0.358,3.06851084996941e-21
FXR1,1.82896490727117e-25,-0.079331825,0.138,0.229,3.07284394070629e-21
CHST11,1.85717369471958e-25,0.018658826,0.146,0.211,3.12023752449836e-21
SIT1,1.87947159749548e-25,-0.159234545,0.169,0.295,3.15770023095216e-21
TMED4,1.90993570599772e-25,-0.020332623,0.217,0.32,3.20888297964678e-21
GZMA,1.92853450560994e-25,0.04116845,0.799,0.867,3.24013082287526e-21
GNPTAB,1.99393896087701e-25,0.041953133,0.213,0.297,3.35001684816946e-21
MED30,1.99403034793228e-25,-0.058116454,0.129,0.211,3.35017038756103e-21
CCDC92,2.020212606626e-25,-0.133362538,0.1,0.193,3.39415920039234e-21
RNF139,2.11665281081063e-25,-0.246053411,0.094,0.22,3.55618838744294e-21
ADH5,2.12425944286272e-25,-0.259216213,0.121,0.261,3.56896828995365e-21
ARHGEF2,2.14705401209265e-25,-0.193423708,0.095,0.207,3.60726544571686e-21
TNIP2,2.18933425628822e-25,0.030082917,0.112,0.16,3.67830048398984e-21
ATP5PD,2.22261795372654e-25,0.025613043,0.288,0.382,3.73422042405596e-21
LRRFIP2,2.23679390343426e-25,0.063455857,0.119,0.161,3.75803743715991e-21
PITPNC1,2.2806163134913e-25,-0.167645593,0.234,0.379,3.83166346829673e-21
CAMK4,2.30805853353376e-25,-0.132809505,0.13,0.213,3.87776914219007e-21
ATP6V0C,2.31766088243608e-25,0.003526704,0.458,0.602,3.89390204858085e-21
HECA,2.34407199911905e-25,-0.287678854,0.099,0.24,3.93827536571991e-21
MZT2A,2.3571966119766e-25,0.030799406,0.196,0.271,3.96032602778189e-21
ARHGEF3,2.35851250844555e-25,-0.136070151,0.226,0.364,3.96253686543936e-21
ARFGAP3,2.40380605372696e-25,-0.202286439,0.103,0.217,4.03863455086666e-21
SAP30BP,2.44117964074026e-25,-0.130289989,0.143,0.257,4.10142591440771e-21
NDUFB6,2.44687535490544e-25,-0.061611997,0.149,0.248,4.11099528377663e-21
C1GALT1,2.490522172187e-25,-0.027944106,0.13,0.203,4.18432630149138e-21
KMT2E,2.54118824349787e-25,-0.015227718,0.406,0.542,4.26945036790077e-21
PIH1D1,2.54504508386052e-25,-0.133369569,0.113,0.212,4.27593024539406e-21
SNX1,2.54751138947754e-25,-0.115737607,0.094,0.185,4.28007388546121e-21
RAB11A,2.62451140738639e-25,-0.18186606,0.143,0.271,4.40944161554987e-21
PMS1,2.63634020532707e-25,-0.042121311,0.097,0.163,4.42931517897002e-21
PSMC4,2.65243345947012e-25,-0.181704746,0.132,0.256,4.45635345525576e-21
F2R,2.82564730800368e-25,-0.042858662,0.188,0.288,4.74737004217698e-21
MYBL1,2.82943507060268e-25,0.108525904,0.389,0.482,4.75373386211957e-21
ADAR,2.87572947151171e-25,-0.007024825,0.269,0.38,4.83151308508682e-21
DEXI,2.88828247305488e-25,-0.049763352,0.071,0.126,4.8526033829795e-21
BAX,2.92362091069397e-25,-0.129365186,0.334,0.491,4.91197549205694e-21
GOLGA4,3.08545124733365e-25,0.005463407,0.251,0.357,5.18386664064527e-21
CITED2,3.16036947722179e-25,-0.4414354,0.299,0.541,5.30973675868032e-21
GUSB,3.26026875453164e-25,-0.070887475,0.097,0.175,5.47757753448862e-21
ADAM8,3.32175754344588e-25,-0.260748219,0.134,0.28,5.58088484874343e-21
VAMP5,3.37111501631987e-25,0.080468513,0.233,0.298,5.66381033891901e-21
GNAI2,3.40023972437529e-25,-0.522003647,0.579,0.834,5.71274276092292e-21
MAD2L2,3.42173604617944e-25,0.006328628,0.129,0.186,5.74885873118607e-21
MAP2K3,3.43665454150844e-25,-0.101331692,0.137,0.243,5.77392329518833e-21
CTR9,3.46013243061252e-25,-0.095172891,0.111,0.209,5.8133684966721e-21
CAPN1,3.5376126264068e-25,-0.070064842,0.162,0.267,5.94354297362607e-21
SMCHD1,3.61081166570063e-25,-0.199108853,0.358,0.543,6.06652467954363e-21
RESF1,3.63381478679657e-25,-0.034318348,0.441,0.588,6.10517222329692e-21
ARHGAP30,3.63519553959236e-25,-0.128901783,0.388,0.566,6.10749202606912e-21
RNPS1,3.63868382664482e-25,-0.237652895,0.263,0.449,6.11335269714597e-21
U2SURP,3.70227093175683e-25,-0.171116101,0.224,0.383,6.22018539244466e-21
HNRNPU,3.72127877152321e-25,-0.148661524,0.464,0.661,6.25212046403614e-21
PRPF31,3.7824970131632e-25,-0.175476504,0.092,0.194,6.35497323181549e-21
GPRIN3,3.87951636145571e-25,0.117158203,0.108,0.133,6.51797543888174e-21
SQSTM1,3.98658364295469e-25,-0.119727187,0.28,0.43,6.69785917852818e-21
UQCRC2,4.00730996579278e-25,-0.236967704,0.132,0.267,6.73268147352845e-21
AMD1,4.14371079013205e-25,0.219768899,0.218,0.229,6.96184849850086e-21
ATP2B4,4.14887209744049e-25,-0.066749228,0.276,0.416,6.97052001090977e-21
DERL1,4.1825164825981e-25,-0.230400138,0.143,0.29,7.02704594241307e-21
SMAD2,4.22201067256886e-25,-0.102174442,0.108,0.196,7.09340013098295e-21
PLCG1,4.24590874021701e-25,-0.030802675,0.11,0.177,7.1335512744386e-21
SLC39A7,4.27668305463499e-25,-0.013862762,0.081,0.132,7.18525520009225e-21
HECTD1,4.29877510938785e-25,0.041664202,0.136,0.187,7.22237206128252e-21
TRABD,4.30325225768295e-25,-0.203095596,0.236,0.395,7.22989411813312e-21
BRI3,4.32369940878799e-25,-0.016699612,0.13,0.199,7.2642473767047e-21
RFC1,4.4490895405584e-25,0.044955762,0.158,0.223,7.47491533709217e-21
COMMD2,4.51291203879233e-25,-0.165392974,0.085,0.184,7.582143516375e-21
ARHGAP9,4.5460808606771e-25,-0.20952902,0.214,0.377,7.63787045402359e-21
RASGRP1,4.59958888085706e-25,-0.151227779,0.189,0.319,7.72776927872794e-21
LENG8,4.63293635949247e-25,-0.058235442,0.155,0.251,7.7837963775833e-21
TUSC2,4.63755965083081e-25,-0.034881526,0.108,0.173,7.79156396936085e-21
VOPP1,4.71838905557242e-25,-0.187841085,0.152,0.29,7.92736545226723e-21
PSMD11,4.78077162894327e-25,-0.195166188,0.102,0.224,8.03217441378759e-21
S100A11,4.8278297766014e-25,-0.351155162,0.294,0.511,8.11123680766801e-21
CIB1,4.87955725441379e-25,-0.024088352,0.408,0.546,8.19814414314061e-21
PPP1R10,4.98677212322996e-25,-0.203708436,0.134,0.259,8.37827584423866e-21
SAT2,4.99835328978283e-25,-0.197349858,0.116,0.237,8.39773336216413e-21
EIF4A3,5.01445448911398e-25,-0.248134722,0.079,0.201,8.42478498716039e-21
NDUFA4,5.13636240438073e-25,-0.043609006,0.499,0.646,8.62960247560007e-21
ATP5F1A,5.23357070500121e-25,-0.310811782,0.286,0.498,8.79292214147254e-21
ELOVL1,5.32465175502232e-25,-0.035732154,0.125,0.198,8.945947413613e-21
MAP4K5,5.32678898098407e-25,0.021248723,0.105,0.161,8.94953816695134e-21
PTPN22,5.45965848614583e-25,0.046811181,0.213,0.288,9.1727722225736e-21
RAB29,5.48902107111058e-25,-0.214493473,0.207,0.365,9.22210430157289e-21
IDH3B,5.62200685210797e-25,-0.06961277,0.127,0.215,9.4455337122266e-21
ATRX,5.68481690161736e-25,0.009702437,0.323,0.432,9.55106087640733e-21
PSTPIP1,5.74093261112947e-25,0.028192583,0.159,0.231,9.64534087995862e-21
P4HB,5.74677236508291e-25,-0.059984246,0.421,0.58,9.6551522505758e-21
GLTP,5.80270761750079e-25,-0.078570704,0.134,0.227,9.74912906816307e-21
CHD9,5.89104409479415e-25,-0.057557612,0.086,0.149,9.89754318366364e-21
PIM1,5.97780759590159e-25,-0.369752752,0.218,0.412,1.00433145418743e-20
LSM12,5.979001163528e-25,0.026729607,0.11,0.157,1.00453198548434e-20
PRPF4B,6.06949722245243e-25,0.103326694,0.331,0.42,1.01973622834423e-20
BFAR,6.17798034963978e-25,-0.054483891,0.099,0.17,1.03796247854298e-20
NSA2,6.21154486722739e-25,0.324998522,0.35,0.37,1.04360165314287e-20
ZFAND6,6.24871391220039e-25,-0.187453123,0.08,0.182,1.04984642438879e-20
AP002387.2,6.28670609237039e-25,0.035902212,0.118,0.163,1.05622949057915e-20
COX17,6.39122689620931e-25,0.017463909,0.185,0.26,1.07379003083213e-20
FLOT2,6.50152794054415e-25,-0.083404741,0.213,0.335,1.09232170929082e-20
SRSF8,6.70385540417548e-25,-0.136631465,0.111,0.211,1.12631474645552e-20
CD300A,7.04168343209678e-25,0.006618411,0.163,0.242,1.18307323342658e-20
GGNBP2,7.16934077575658e-25,-0.050929964,0.213,0.32,1.20452094373486e-20
ADPGK,7.46651003753536e-25,-0.108883614,0.077,0.159,1.25444835140632e-20
PRNP,7.48044488746112e-25,-0.054326621,0.183,0.275,1.25678954554234e-20
ANKRD11,7.49666394414153e-25,-0.030419254,0.291,0.406,1.25951450925522e-20
CSDE1,7.64635843057083e-25,-0.149751821,0.362,0.537,1.28466467992021e-20
RING1,7.84034408047637e-25,-0.134546833,0.085,0.176,1.31725620896083e-20
TAF10,7.95148794011377e-25,0.01226709,0.489,0.621,1.33592948881851e-20
SP3,7.97870467596851e-25,-0.110494029,0.113,0.208,1.34050217260947e-20
SAMD9,8.07419713629561e-25,-0.076237126,0.114,0.2,1.35654586086903e-20
CUL1,8.37087218267075e-25,-0.082063957,0.092,0.171,1.40639023541051e-20
ERP29,8.39515701181542e-25,-0.009296206,0.517,0.653,1.41047032955511e-20
ELAVL1,8.6411676694819e-25,-0.186321354,0.091,0.194,1.45180258014965e-20
LYPLA1,8.72944076644987e-25,-0.162728038,0.103,0.209,1.46663334317124e-20
RPS26,9.00165757711378e-25,0.041162432,0.998,0.999,1.51236848953089e-20
FOSB,9.09081854581733e-25,-0.520730205,0.284,0.513,1.52734842388277e-20
LSM6,9.42583222344661e-25,-0.23976913,0.088,0.206,1.58363407186127e-20
PRKCB,9.44958244246246e-25,-0.066667866,0.26,0.396,1.58762434615812e-20
LSM1,9.54895871409428e-25,-0.018645445,0.118,0.182,1.60432055355498e-20
USP34,9.6130031469311e-25,-0.070289589,0.246,0.377,1.61508065871589e-20
APOBEC3G,9.66803620690166e-25,-0.322290723,0.268,0.478,1.62432676312155e-20
SCML4,9.70186496436133e-25,-0.15482055,0.092,0.184,1.63001033266235e-20
BECN1,9.73110905032315e-25,-0.104581716,0.121,0.214,1.63492363154479e-20
NBDY,9.83457387674767e-25,-0.032107326,0.095,0.156,1.65230675703238e-20
DYRK2,1.01280708132403e-24,-0.264817751,0.086,0.209,1.7016171773325e-20
SSBP4,1.01358184344599e-24,-0.241186902,0.407,0.622,1.70291885517362e-20
TP53I13,1.02361294904313e-24,-0.216998357,0.089,0.199,1.71977211568736e-20
COMT,1.02822546960953e-24,0.042246942,0.128,0.176,1.72752161149097e-20
ARCN1,1.0302818603211e-24,-0.067509071,0.112,0.198,1.73097655352549e-20
HADHB,1.04816265002487e-24,-0.132763016,0.053,0.132,1.76101806830678e-20
SSR3,1.06719369359722e-24,-0.075020852,0.187,0.295,1.79299212461268e-20
PFDN1,1.08620673642051e-24,0.197029474,0.135,0.135,1.82493593786011e-20
PHF20,1.09744665426295e-24,0.053138516,0.159,0.222,1.84382012382719e-20
HNRNPH1,1.11720347744395e-24,-0.113747888,0.195,0.318,1.87701356245357e-20
TKT,1.1431470376834e-24,-0.101032881,0.189,0.302,1.92060133801188e-20
RAD23B,1.18244229415389e-24,-0.102386101,0.118,0.217,1.98662129840796e-20
WNK1,1.18262760418539e-24,-0.042028322,0.195,0.306,1.98693263779187e-20
ACAP1,1.1865811556637e-24,-0.084713255,0.32,0.463,1.99357499963058e-20
MRPS30,1.1944776688784e-24,0.033233161,0.118,0.173,2.00684193148259e-20
RHOH,1.21117213640138e-24,-0.085734121,0.198,0.306,2.03489030636796e-20
USP15,1.22045682417518e-24,-0.021856785,0.247,0.347,2.05048951029671e-20
EID1,1.23897288304911e-24,-0.057083501,0.392,0.538,2.08159834081081e-20
HIST1H1C,1.27163338295934e-24,0.490228896,0.245,0.183,2.13647124670998e-20
PRKDC,1.28703263475085e-24,-0.103226815,0.157,0.265,2.16234352964491e-20
CASP4,1.3152145816369e-24,-0.069477661,0.206,0.321,2.20969201860815e-20
KPNA4,1.3388130970171e-24,-0.049999259,0.132,0.218,2.24933988429843e-20
ILKAP,1.34979714533684e-24,-0.052365748,0.095,0.167,2.26779418388042e-20
RNMT,1.39209281096138e-24,0.088375449,0.175,0.231,2.33885513169622e-20
NXF1,1.39999185385738e-24,-0.130477804,0.053,0.127,2.35212631366579e-20
ANXA2R,1.41962777230651e-24,-0.245285497,0.193,0.349,2.38511662025216e-20
POLDIP2,1.49736898805446e-24,0.038869568,0.09,0.126,2.5157296368303e-20
SH3GLB2,1.50163491880298e-24,-0.18953742,0.078,0.184,2.52289682708089e-20
PA2G4,1.5110241601437e-24,-0.011260616,0.297,0.403,2.53867169145742e-20
STK39,1.52503087880045e-24,-0.188046224,0.095,0.201,2.56220437947264e-20
APLP2,1.57170113489569e-24,0.068178771,0.126,0.173,2.64061507673825e-20
JOSD2,1.57308328284692e-24,0.020873271,0.103,0.151,2.64293722351111e-20
BCR,1.57503745849599e-24,-0.242836729,0.078,0.192,2.64622043401911e-20
TENT5C,1.60721009300588e-24,-0.059301729,0.145,0.224,2.70027367725918e-20
ADD3,1.66623737531845e-24,-0.16890482,0.27,0.434,2.79944541427253e-20
TAF12,1.69055912381796e-24,-0.046244251,0.089,0.154,2.84030838392655e-20
LIX1L,1.71466234992521e-24,-0.034086143,0.115,0.19,2.88080421410935e-20
SPG21,1.71596290458745e-24,-0.050562311,0.112,0.178,2.88298927599737e-20
BNIP3L,1.74447979059498e-24,-0.24218475,0.111,0.252,2.93090049617863e-20
UBL7,1.80195710810529e-24,-0.012038768,0.101,0.165,3.02746813732771e-20
BANF1,1.83753199268718e-24,-0.022164222,0.207,0.297,3.08723750091373e-20
SYNCRIP,1.87691822829694e-24,-0.096376106,0.128,0.225,3.15341031536168e-20
ARGLU1,1.91189732094354e-24,-0.192482713,0.423,0.618,3.21217868891724e-20
IFNGR1,2.04587189976589e-24,-0.095103652,0.084,0.152,3.43726937879667e-20
AKAP8,2.06550661004454e-24,-0.064397488,0.048,0.098,3.47025765553583e-20
REPIN1,2.10029554664518e-24,-0.16826955,0.036,0.107,3.52870654791856e-20
HDDC2,2.12271596335143e-24,0.004233945,0.124,0.186,3.56637509002674e-20
SDHB,2.13674701864568e-24,-0.005930563,0.116,0.177,3.5899486660266e-20
PTPN11,2.18300213401183e-24,-0.00884671,0.091,0.156,3.66766188535327e-20
RPL34,2.23397085409361e-24,0.122827558,0.998,0.997,3.75329443196267e-20
YTHDC1,2.2466468491314e-24,0.075929968,0.212,0.281,3.77459137122566e-20
SLC38A1,2.30577096367123e-24,-0.132102858,0.217,0.354,3.87392579606403e-20
EIF4A2,2.31151599732514e-24,-0.176408909,0.411,0.593,3.88357802710596e-20
FLOT1,2.32063309409169e-24,-0.081061169,0.165,0.262,3.89889566138345e-20
RPL5,2.37526841149849e-24,0.00746695,0.973,0.982,3.99068845815862e-20
PSIP1,2.45548183977624e-24,-0.218635458,0.242,0.405,4.12545503900805e-20
SRSF7,2.47720882626892e-24,-0.55638858,0.524,0.78,4.16195854901441e-20
MRPL38,2.50942670978907e-24,-0.174814448,0.103,0.211,4.21608781511662e-20
CASP8,2.54924817076128e-24,-0.085220975,0.275,0.407,4.28299185169603e-20
INO80E,2.55011451174245e-24,-0.117984697,0.188,0.317,4.2844473911785e-20
MT-ND1,2.57043869000327e-24,1.055780967,0.931,0.826,4.3185940430745e-20
DNAJC19,2.6302860064567e-24,-0.042552202,0.146,0.226,4.41914351944791e-20
CDKN2AIPNL,2.66226533262585e-24,0.038802161,0.067,0.1,4.47287198534469e-20
NSD1,2.66609430142885e-24,-0.129100692,0.135,0.243,4.47930503583061e-20
HSPB1,2.69186546959968e-24,0.057962519,0.207,0.269,4.52260317547442e-20
TIMM13,2.70285248842756e-24,-0.009636194,0.112,0.172,4.54106246580714e-20
ARL6IP6,2.71592988430712e-24,-0.062693362,0.09,0.163,4.5630337986244e-20
PLEKHM2,2.73543729111595e-24,-0.310698412,0.03,0.133,4.59580819280391e-20
GLG1,2.7653115797955e-24,-0.070725511,0.266,0.4,4.64599998521441e-20
SRRM2,2.91845917534614e-24,-0.156986488,0.534,0.722,4.90330326049905e-20
PICALM,3.00602214121551e-24,-0.152704639,0.094,0.196,5.05041779945618e-20
SRSF11,3.03776784342637e-24,-0.150338529,0.366,0.547,5.10375375374065e-20
SPOP,3.10214080607872e-24,-0.156392611,0.073,0.167,5.21190676829286e-20
LBH,3.13874772135744e-24,-0.237830674,0.476,0.685,5.27341004665264e-20
ERICH1,3.2546162029016e-24,0.051394629,0.179,0.242,5.46808068249498e-20
SPTAN1,3.28604268681925e-24,-0.084670002,0.227,0.355,5.52088031812503e-20
CAPN15,3.39140078843146e-24,-0.168720722,0.061,0.15,5.69789246464369e-20
SF3B2,3.40361801915884e-24,-0.133936184,0.434,0.619,5.71841863398877e-20
TIA1,3.40417066247316e-24,-0.204501209,0.068,0.167,5.71934713002115e-20
PTBP1,3.45442414263317e-24,-0.229901811,0.158,0.311,5.80377800203799e-20
NDUFS3,3.49998041839616e-24,-0.153623209,0.103,0.205,5.88031710094739e-20
LRIF1,3.54283140347293e-24,-0.17370596,0.079,0.174,5.95231104097488e-20
ST3GAL1,3.55818352267689e-24,-0.109603361,0.124,0.218,5.97810413644944e-20
OST4,3.58544885083039e-24,0.207227489,0.696,0.768,6.02391261428013e-20
SMARCD1,3.64428784272102e-24,-0.160035711,0.098,0.198,6.12276800455558e-20
EHD1,3.64603096471819e-24,0.029077113,0.213,0.297,6.12569662382303e-20
ACIN1,3.65899442489015e-24,-0.157172075,0.171,0.297,6.14747653325794e-20
SMARCA2,3.7351222527326e-24,0.040638682,0.22,0.304,6.27537889681603e-20
MT2A,3.76106500858207e-24,0.112043611,0.48,0.551,6.31896532091873e-20
SMU1,3.82066522779527e-24,-0.211854606,0.105,0.229,6.41909964921883e-20
KCNA3,3.86918444124106e-24,-0.149510786,0.139,0.248,6.5006167797291e-20
RSF1,3.87995108952096e-24,0.008515067,0.243,0.344,6.51870582550416e-20
ETFA,3.93123531752952e-24,-0.190680223,0.103,0.22,6.60486845698134e-20
NPLOC4,4.05507573340767e-24,-0.213210648,0.055,0.152,6.81293273969822e-20
TRIM33,4.18973615871713e-24,-0.190569589,0.08,0.185,7.03917572026066e-20
TUBGCP2,4.19887379883419e-24,-0.085850085,0.092,0.166,7.05452786942133e-20
UBAC2,4.20376230941627e-24,-0.158363223,0.14,0.247,7.06274105605027e-20
PTGES3,4.2378219292809e-24,-0.252137999,0.368,0.568,7.11996462338484e-20
GABARAPL1,4.25149282137376e-24,-0.101612699,0.17,0.273,7.14293308919005e-20
TLE4,4.31666624929061e-24,-0.183332995,0.179,0.317,7.25243096543315e-20
EIF2A,4.35560453067461e-24,-0.075019005,0.146,0.243,7.31785117198642e-20
PRR5,4.45243017388418e-24,-0.096466034,0.164,0.277,7.48052793514281e-20
MRPL40,4.54224288650723e-24,0.004250346,0.078,0.121,7.6314222736208e-20
PDCL3,4.57489809647589e-24,-0.047689942,0.071,0.129,7.68628629188914e-20
MON2,4.60929950928719e-24,0.100813481,0.123,0.161,7.74408410555341e-20
ENO1,4.63043905395172e-24,-0.130787722,0.411,0.59,7.77960065454429e-20
COPB1,4.67195126696522e-24,-0.068588348,0.124,0.206,7.84934532362827e-20
LYPLA2,4.69291117963731e-24,-0.161689949,0.111,0.22,7.88456007290865e-20
MRPS34,4.9692915201968e-24,0.002182195,0.22,0.308,8.34890668308264e-20
TSEN54,5.00611989984123e-24,-0.120368383,0.263,0.412,8.41078204372325e-20
ZFR,5.07933956855114e-24,-0.152913439,0.14,0.257,8.53379840912277e-20
CAMK2N1,5.11154484130978e-24,-0.263313755,0.06,0.165,8.58790648788456e-20
METTL26,5.21756871124282e-24,0.009066594,0.228,0.32,8.76603719175906e-20
IRF3,5.26628124738168e-24,-0.056931501,0.154,0.25,8.84787912372595e-20
SYF2,5.34059038182718e-24,0.12110161,0.313,0.384,8.97272590050785e-20
REL,5.3805786476752e-24,0.094526233,0.233,0.294,9.0399101859591e-20
EIF3H,5.44035565075375e-24,-0.041650389,0.471,0.625,9.14034152883138e-20
NME2,5.47267851612315e-24,0.047850913,0.504,0.618,9.19464717493851e-20
SLC25A38,5.47548191025797e-24,-0.06946951,0.097,0.171,9.19935715742441e-20
RAB9A,5.68393192029603e-24,0.050037136,0.092,0.127,9.54957401928935e-20
RIPOR2,5.88759310143982e-24,-0.098127,0.398,0.553,9.89174516972904e-20
DNAJC21,5.90941435400424e-24,-0.04595242,0.132,0.218,9.92840705616252e-20
SNRPA,5.99355316652027e-24,0.03441964,0.258,0.341,1.00697686750707e-19
BUD23,6.03069786691821e-24,-0.096656194,0.138,0.233,1.01321754862093e-19
PDS5A,6.16262445490788e-24,0.012936611,0.182,0.259,1.03538253466907e-19
VPS36,6.26843194758598e-24,-0.08206227,0.154,0.255,1.05315925151392e-19
TBC1D2B,6.34848029755907e-24,-0.245348765,0.043,0.142,1.0666081747929e-19
MARCKSL1,6.3523798856074e-24,-0.135430982,0.14,0.252,1.0672633445809e-19
KCNAB2,6.37839015978531e-24,-0.142852169,0.201,0.338,1.07163333074553e-19
CCDC25,6.42257239679364e-24,0.060565323,0.116,0.165,1.0790563883853e-19
APMAP,6.50539448572021e-24,-0.23195211,0.427,0.642,1.09297132754585e-19
VCL,6.51922969003021e-24,-0.053732364,0.209,0.318,1.09529578022198e-19
RBM38,6.64137582947716e-24,-0.228878567,0.177,0.333,1.11581755311046e-19
RTN3,6.83909245772337e-24,-0.149570005,0.114,0.219,1.1490359238221e-19
CCDC167,6.92219190980834e-24,-0.021797072,0.141,0.209,1.1629974627669e-19
CCT5,7.48937326071512e-24,-0.251837566,0.134,0.28,1.25828960153275e-19
DNAJA1,7.6220775115781e-24,-0.392958402,0.249,0.476,1.28058524272024e-19
CBLB,7.75051926920039e-24,-0.016899319,0.191,0.265,1.30216474241836e-19
NPC2,7.90826658335249e-24,0.06070246,0.117,0.155,1.32866786866905e-19
CCDC90B,7.93305711001097e-24,-0.198482531,0.067,0.166,1.33283292505294e-19
NDUFS6,7.98626805835683e-24,-0.028926692,0.184,0.272,1.34177289648453e-19
AK2,8.04535861062454e-24,-0.127771149,0.09,0.179,1.35170070017103e-19
NIN,8.04569192266354e-24,-0.043704081,0.112,0.179,1.3517566999267e-19
RO60,8.10691041472145e-24,0.058577015,0.159,0.215,1.36204201877735e-19
RTN4,8.14674806702319e-24,-0.247339236,0.153,0.31,1.36873514274057e-19
ERP44,8.2460214256648e-24,-0.039894793,0.146,0.228,1.38541405972594e-19
TRA2B,8.40847619979444e-24,0.192964238,0.285,0.322,1.41270808632746e-19
YBX3,8.48745977249807e-24,-0.120564955,0.082,0.145,1.4259781163774e-19
IL27RA,8.52029530702692e-24,-0.096535873,0.123,0.214,1.43149481453359e-19
BCL7B,8.66676606028295e-24,-0.142490735,0.133,0.241,1.45610336578814e-19
GTF3C6,8.96034829538689e-24,-0.095095155,0.132,0.224,1.50542811710795e-19
DEGS1,9.03978211061706e-24,-0.072345683,0.079,0.15,1.51877379240477e-19
MAN1A2,9.15040026766381e-24,0.150017542,0.145,0.17,1.5373587489702e-19
SLTM,9.31277640338668e-24,-0.002666854,0.234,0.334,1.564639563533e-19
PSMD7,9.31850264911396e-24,-0.051221302,0.178,0.28,1.56560163007764e-19
TBC1D10C,9.35238218135309e-24,-0.347204991,0.469,0.708,1.57129373028913e-19
RECQL,9.51667938268912e-24,-0.13990113,0.139,0.252,1.5988973030856e-19
DNAJC8,9.6299154871786e-24,-0.097068146,0.249,0.378,1.61792210100088e-19
GPATCH8,9.79668430424549e-24,0.004767305,0.138,0.206,1.64594092995628e-19
RPS20,9.87297363540035e-24,0.408608666,0.463,0.457,1.65875830048361e-19
DCXR,1.00723302710509e-23,-0.179671635,0.166,0.301,1.69225220883926e-19
AKIRIN2,1.00757066856555e-23,-0.018163509,0.143,0.222,1.69281948025698e-19
LY9,1.01264636735618e-23,0.035867714,0.178,0.242,1.70134716179511e-19
